country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,47,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,54,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,61,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,56,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,62,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,64,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,69,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,73,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,78,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,82,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,87,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,88,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,89,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,84,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,84,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,86,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,88,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Units,%,Estimated value,Free,,Total
Austria,AT,AUT,40,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,94,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,65,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,67,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,66,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,67,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,67,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,68,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,75,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,79,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,83,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,89,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,92,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,98,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,98,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,98,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,97,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,96,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,97,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,79,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,90,Total,Units,%,Estimated value,Free,,Total
Azerbaijan,AZ,AZE,31,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,91,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,88,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,88,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,84,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,80,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,76,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,78,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,79,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,73,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,69,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,72,Total,Units,%,Estimated value,Free,,Total
Bahamas,BS,BHS,44,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,76,Total,Units,%,Estimated value,Free,,Total
